incident_number,station_code,assignment_role,dispatched_at,cleared_at
INC-20240911-000126,STA-080,Primary Engine,2024-09-11T12:08:21+00:00,2024-09-11T20:12:21+00:00
INC-20250222-000127,STA-021,Rescue Squad,2025-02-22T21:29:48+00:00,2025-02-23T05:29:48+00:00
INC-20250222-000127,STA-085,Rescue Squad,2025-02-22T21:30:48+00:00,2025-02-23T05:06:48+00:00
INC-20251117-000128,STA-049,Ladder Truck,2025-11-17T06:49:57+00:00,2025-11-17T10:38:57+00:00
INC-20250928-000129,STA-069,Primary Engine,2025-09-28T03:20:32+00:00,2025-09-28T08:06:32+00:00
INC-20250912-000130,STA-090,Battalion Chief,2025-09-12T19:39:39+00:00,2025-09-12T20:58:39+00:00
INC-20250912-000130,STA-037,Rescue Squad,2025-09-12T19:39:39+00:00,2025-09-12T21:17:39+00:00
INC-20250912-000130,STA-063,Rescue Squad,2025-09-12T19:40:39+00:00,2025-09-12T21:02:39+00:00
INC-20231103-000131,STA-098,Rescue Squad,2023-11-03T01:19:30+00:00,2023-11-03T06:24:30+00:00
INC-20231103-000131,STA-059,Battalion Chief,2023-11-03T01:23:30+00:00,2023-11-03T06:43:30+00:00
INC-20231103-000131,STA-006,Hazmat Unit,2023-11-03T01:21:30+00:00,2023-11-03T06:35:30+00:00
INC-20250218-000132,STA-066,Rescue Squad,2025-02-18T10:19:22+00:00,2025-02-18T17:37:22+00:00
INC-20250218-000132,STA-033,Ladder Truck,2025-02-18T10:15:22+00:00,2025-02-18T17:20:22+00:00
INC-20250322-000133,STA-005,Ladder Truck,2025-03-22T03:18:00+00:00,2025-03-22T04:42:00+00:00
INC-20250322-000133,STA-094,Water Tender,2025-03-22T03:19:00+00:00,2025-03-22T04:31:00+00:00
INC-20250322-000133,STA-043,Primary Engine,2025-03-22T03:19:00+00:00,2025-03-22T04:59:00+00:00
INC-20250914-000134,STA-038,Battalion Chief,2025-09-14T07:07:10+00:00,2025-09-14T13:31:10+00:00
INC-20250104-000135,STA-014,Rescue Squad,2025-01-04T02:05:19+00:00,2025-01-04T10:06:19+00:00
INC-20250104-000135,STA-017,Rescue Squad,2025-01-04T02:05:19+00:00,2025-01-04T09:52:19+00:00
INC-20240409-000136,STA-083,Hazmat Unit,2024-04-09T18:04:55+00:00,2024-04-10T02:34:55+00:00
INC-20240510-000137,STA-001,Water Tender,2024-05-10T10:19:19+00:00,2024-05-10T12:22:19+00:00
INC-20250513-000138,STA-020,Rescue Squad,2025-05-13T00:53:09+00:00,2025-05-13T02:44:09+00:00
INC-20240712-000139,STA-072,Hazmat Unit,2024-07-12T07:01:21+00:00,2024-07-12T12:30:21+00:00
INC-20250709-000140,STA-047,Hazmat Unit,2025-07-09T06:52:35+00:00,2025-07-09T14:06:35+00:00
INC-20250709-000140,STA-083,Rescue Squad,2025-07-09T06:53:35+00:00,2025-07-09T14:13:35+00:00
INC-20241121-000141,STA-063,Rescue Squad,2024-11-21T11:45:53+00:00,2024-11-21T17:12:53+00:00
INC-20230103-000142,STA-019,Hazmat Unit,2023-01-03T17:13:59+00:00,2023-01-03T19:42:59+00:00
INC-20241022-000143,STA-085,Primary Engine,2024-10-22T21:56:32+00:00,2024-10-23T03:48:32+00:00
INC-20250424-000144,STA-036,Battalion Chief,2025-04-24T08:08:20+00:00,2025-04-24T12:34:20+00:00
INC-20250424-000144,STA-067,Hazmat Unit,2025-04-24T08:09:20+00:00,2025-04-24T12:42:20+00:00
INC-20241113-000145,STA-048,Rescue Squad,2024-11-13T08:28:59+00:00,2024-11-13T16:53:59+00:00
INC-20241113-000145,STA-005,Rescue Squad,2024-11-13T08:28:59+00:00,2024-11-13T17:14:59+00:00
INC-20241113-000145,STA-051,Battalion Chief,2024-11-13T08:26:59+00:00,2024-11-13T17:04:59+00:00
INC-20240222-000146,STA-028,Ladder Truck,2024-02-22T20:29:07+00:00,2024-02-22T23:49:07+00:00
INC-20250908-000147,STA-013,Rescue Squad,2025-09-08T03:29:31+00:00,2025-09-08T11:41:31+00:00
INC-20250908-000147,STA-053,Battalion Chief,2025-09-08T03:26:31+00:00,2025-09-08T12:17:31+00:00
INC-20250908-000147,STA-012,Hazmat Unit,2025-09-08T03:27:31+00:00,2025-09-08T12:01:31+00:00
INC-20241229-000148,STA-010,Battalion Chief,2024-12-29T04:55:34+00:00,2024-12-29T09:51:34+00:00
INC-20241229-000148,STA-083,Battalion Chief,2024-12-29T04:54:34+00:00,2024-12-29T10:08:34+00:00
INC-20241229-000148,STA-015,Battalion Chief,2024-12-29T04:53:34+00:00,2024-12-29T10:06:34+00:00
INC-20250209-000149,STA-097,Hazmat Unit,2025-02-09T19:48:54+00:00,2025-02-09T23:36:54+00:00
INC-20250209-000149,STA-033,Rescue Squad,2025-02-09T19:48:54+00:00,2025-02-09T23:37:54+00:00
INC-20250715-000150,STA-009,Water Tender,2025-07-15T05:08:40+00:00,2025-07-15T11:40:40+00:00
INC-20250715-000150,STA-005,Hazmat Unit,2025-07-15T05:07:40+00:00,2025-07-15T11:59:40+00:00
INC-20250713-000151,STA-003,Battalion Chief,2025-07-13T00:59:27+00:00,2025-07-13T05:36:27+00:00
INC-20250713-000151,STA-026,Ladder Truck,2025-07-13T01:00:27+00:00,2025-07-13T05:32:27+00:00
INC-20250917-000152,STA-054,Battalion Chief,2025-09-17T07:23:17+00:00,2025-09-17T12:23:17+00:00
INC-20250917-000152,STA-082,Battalion Chief,2025-09-17T07:21:17+00:00,2025-09-17T12:29:17+00:00
INC-20250430-000153,STA-024,Ladder Truck,2025-04-30T20:38:56+00:00,2025-05-01T02:54:56+00:00
INC-20250404-000154,STA-087,Rescue Squad,2025-04-04T04:03:49+00:00,2025-04-04T05:00:49+00:00
INC-20240611-000155,STA-023,Hazmat Unit,2024-06-11T10:18:49+00:00,2024-06-11T17:56:49+00:00
INC-20240611-000155,STA-036,Water Tender,2024-06-11T10:20:49+00:00,2024-06-11T17:56:49+00:00
INC-20240611-000155,STA-018,Hazmat Unit,2024-06-11T10:18:49+00:00,2024-06-11T17:55:49+00:00
INC-20250603-000156,STA-001,Ladder Truck,2025-06-03T08:48:00+00:00,2025-06-03T14:45:00+00:00
INC-20250603-000156,STA-052,Hazmat Unit,2025-06-03T08:47:00+00:00,2025-06-03T14:22:00+00:00
INC-20250603-000156,STA-023,Water Tender,2025-06-03T08:49:00+00:00,2025-06-03T14:18:00+00:00
INC-20241231-000157,STA-011,Rescue Squad,2024-12-31T11:42:28+00:00,2024-12-31T15:28:28+00:00
INC-20240923-000158,STA-018,Water Tender,2024-09-23T15:47:36+00:00,2024-09-23T23:13:36+00:00
INC-20240923-000158,STA-069,Hazmat Unit,2024-09-23T15:46:36+00:00,2024-09-23T23:01:36+00:00
INC-20241125-000159,STA-063,Rescue Squad,2024-11-25T08:42:14+00:00,2024-11-25T10:02:14+00:00
INC-20241125-000159,STA-040,Ladder Truck,2024-11-25T08:39:14+00:00,2024-11-25T09:42:14+00:00
INC-20241125-000159,STA-099,Primary Engine,2024-11-25T08:38:14+00:00,2024-11-25T09:45:14+00:00
INC-20241215-000160,STA-033,Battalion Chief,2024-12-15T07:11:24+00:00,2024-12-15T12:27:24+00:00
INC-20241215-000160,STA-089,Water Tender,2024-12-15T07:13:24+00:00,2024-12-15T12:18:24+00:00
INC-20241215-000160,STA-008,Battalion Chief,2024-12-15T07:11:24+00:00,2024-12-15T12:32:24+00:00
INC-20250302-000161,STA-090,Primary Engine,2025-03-02T15:28:17+00:00,2025-03-02T21:38:17+00:00
INC-20250302-000161,STA-043,Hazmat Unit,2025-03-02T15:28:17+00:00,2025-03-02T21:43:17+00:00
INC-20250302-000161,STA-030,Rescue Squad,2025-03-02T15:28:17+00:00,2025-03-02T21:38:17+00:00
INC-20240831-000162,STA-011,Rescue Squad,2024-08-31T18:31:31+00:00,2024-08-31T22:19:31+00:00
INC-20230217-000163,STA-035,Primary Engine,2023-02-17T16:02:19+00:00,2023-02-17T18:38:19+00:00
INC-20251023-000164,STA-074,Rescue Squad,2025-10-23T22:17:19+00:00,2025-10-24T00:41:19+00:00
INC-20251109-000165,STA-085,Ladder Truck,2025-11-09T22:12:53+00:00,2025-11-10T05:14:53+00:00
INC-20251109-000165,STA-089,Primary Engine,2025-11-09T22:12:53+00:00,2025-11-10T05:13:53+00:00
INC-20241222-000166,STA-034,Rescue Squad,2024-12-22T07:28:05+00:00,2024-12-22T08:54:05+00:00
INC-20241222-000166,STA-083,Rescue Squad,2024-12-22T07:28:05+00:00,2024-12-22T08:37:05+00:00
INC-20241230-000167,STA-036,Rescue Squad,2024-12-30T21:56:25+00:00,2024-12-31T06:00:25+00:00
INC-20241230-000167,STA-053,Hazmat Unit,2024-12-30T21:57:25+00:00,2024-12-31T06:21:25+00:00
INC-20241230-000167,STA-040,Rescue Squad,2024-12-30T21:56:25+00:00,2024-12-31T06:05:25+00:00
INC-20240904-000168,STA-027,Water Tender,2024-09-04T15:34:29+00:00,2024-09-04T16:51:29+00:00
INC-20251105-000169,STA-057,Hazmat Unit,2025-11-05T23:50:05+00:00,2025-11-06T02:26:05+00:00
INC-20251105-000169,STA-020,Ladder Truck,2025-11-05T23:51:05+00:00,2025-11-06T02:24:05+00:00
INC-20250320-000170,STA-073,Battalion Chief,2025-03-20T00:12:49+00:00,2025-03-20T01:53:49+00:00
INC-20250320-000170,STA-003,Battalion Chief,2025-03-20T00:13:49+00:00,2025-03-20T02:12:49+00:00
INC-20241224-000171,STA-045,Rescue Squad,2024-12-24T06:31:01+00:00,2024-12-24T12:55:01+00:00
INC-20250802-000172,STA-013,Ladder Truck,2025-08-02T23:35:28+00:00,2025-08-03T07:58:28+00:00
INC-20250802-000172,STA-036,Water Tender,2025-08-02T23:37:28+00:00,2025-08-03T08:10:28+00:00
INC-20250802-000172,STA-088,Ladder Truck,2025-08-02T23:39:28+00:00,2025-08-03T07:50:28+00:00
INC-20231107-000173,STA-081,Battalion Chief,2023-11-07T19:08:16+00:00,2023-11-07T23:16:16+00:00
INC-20231107-000173,STA-055,Primary Engine,2023-11-07T19:05:16+00:00,2023-11-07T23:20:16+00:00
INC-20231107-000173,STA-046,Hazmat Unit,2023-11-07T19:06:16+00:00,2023-11-07T23:10:16+00:00
INC-20241227-000174,STA-080,Hazmat Unit,2024-12-27T00:22:21+00:00,2024-12-27T06:29:21+00:00
INC-20241227-000174,STA-011,Primary Engine,2024-12-27T00:25:21+00:00,2024-12-27T06:35:21+00:00
INC-20241227-000174,STA-034,Rescue Squad,2024-12-27T00:23:21+00:00,2024-12-27T06:16:21+00:00
INC-20241218-000175,STA-043,Water Tender,2024-12-18T13:05:29+00:00,2024-12-18T21:02:29+00:00
INC-20250723-000176,STA-073,Water Tender,2025-07-23T04:08:27+00:00,2025-07-23T08:33:27+00:00
INC-20251019-000177,STA-035,Rescue Squad,2025-10-19T12:15:07+00:00,2025-10-19T20:42:07+00:00
INC-20231122-000178,STA-060,Ladder Truck,2023-11-22T18:22:03+00:00,2023-11-22T21:10:03+00:00
INC-20231122-000178,STA-015,Primary Engine,2023-11-22T18:26:03+00:00,2023-11-22T21:00:03+00:00
INC-20231122-000178,STA-058,Battalion Chief,2023-11-22T18:22:03+00:00,2023-11-22T20:45:03+00:00
INC-20231220-000179,STA-016,Primary Engine,2023-12-20T18:28:24+00:00,2023-12-20T21:36:24+00:00
INC-20251024-000180,STA-032,Primary Engine,2025-10-24T20:54:31+00:00,2025-10-24T23:39:31+00:00
INC-20250901-000181,STA-060,Primary Engine,2025-09-01T10:46:47+00:00,2025-09-01T17:59:47+00:00
INC-20240305-000182,STA-086,Ladder Truck,2024-03-05T07:34:03+00:00,2024-03-05T12:16:03+00:00
INC-20240305-000182,STA-054,Rescue Squad,2024-03-05T07:35:03+00:00,2024-03-05T12:30:03+00:00
INC-20240305-000182,STA-098,Rescue Squad,2024-03-05T07:38:03+00:00,2024-03-05T12:13:03+00:00
INC-20250126-000183,STA-007,Ladder Truck,2025-01-26T23:42:45+00:00,2025-01-27T01:33:45+00:00
INC-20250126-000183,STA-094,Primary Engine,2025-01-26T23:41:45+00:00,2025-01-27T01:19:45+00:00
INC-20250508-000184,STA-037,Hazmat Unit,2025-05-08T18:14:05+00:00,2025-05-08T19:53:05+00:00
INC-20250508-000184,STA-099,Rescue Squad,2025-05-08T18:16:05+00:00,2025-05-08T20:23:05+00:00
INC-20250508-000184,STA-057,Primary Engine,2025-05-08T18:14:05+00:00,2025-05-08T19:55:05+00:00
INC-20250707-000185,STA-053,Hazmat Unit,2025-07-07T05:51:50+00:00,2025-07-07T08:07:50+00:00
INC-20251009-000186,STA-007,Primary Engine,2025-10-09T08:23:19+00:00,2025-10-09T16:27:19+00:00
INC-20251009-000186,STA-049,Battalion Chief,2025-10-09T08:26:19+00:00,2025-10-09T16:07:19+00:00
INC-20250903-000187,STA-022,Primary Engine,2025-09-03T18:08:38+00:00,2025-09-04T00:22:38+00:00
INC-20250903-000187,STA-075,Ladder Truck,2025-09-03T18:07:38+00:00,2025-09-03T23:50:38+00:00
INC-20251109-000188,STA-081,Ladder Truck,2025-11-09T19:37:17+00:00,2025-11-10T02:31:17+00:00
INC-20251109-000188,STA-017,Ladder Truck,2025-11-09T19:36:17+00:00,2025-11-10T02:19:17+00:00
INC-20250503-000189,STA-081,Rescue Squad,2025-05-03T19:28:40+00:00,2025-05-03T23:41:40+00:00
INC-20250124-000190,STA-028,Hazmat Unit,2025-01-24T03:42:53+00:00,2025-01-24T08:57:53+00:00
INC-20250124-000190,STA-074,Hazmat Unit,2025-01-24T03:44:53+00:00,2025-01-24T08:37:53+00:00
INC-20250803-000191,STA-063,Primary Engine,2025-08-03T20:20:11+00:00,2025-08-04T01:37:11+00:00
INC-20250426-000192,STA-016,Rescue Squad,2025-04-26T00:13:20+00:00,2025-04-26T08:16:20+00:00
INC-20250223-000193,STA-009,Primary Engine,2025-02-23T20:36:41+00:00,2025-02-23T21:45:41+00:00
INC-20250223-000193,STA-021,Primary Engine,2025-02-23T20:34:41+00:00,2025-02-23T21:12:41+00:00
INC-20250223-000193,STA-071,Hazmat Unit,2025-02-23T20:35:41+00:00,2025-02-23T21:23:41+00:00
INC-20241001-000194,STA-015,Primary Engine,2024-10-01T03:20:12+00:00,2024-10-01T10:10:12+00:00
INC-20241001-000194,STA-010,Rescue Squad,2024-10-01T03:22:12+00:00,2024-10-01T10:03:12+00:00
INC-20250509-000195,STA-054,Ladder Truck,2025-05-09T15:05:15+00:00,2025-05-09T19:36:15+00:00
INC-20250507-000196,STA-091,Battalion Chief,2025-05-07T22:53:18+00:00,2025-05-08T06:58:18+00:00
INC-20230303-000197,STA-055,Rescue Squad,2023-03-03T19:00:17+00:00,2023-03-03T22:21:17+00:00
INC-20251019-000198,STA-056,Primary Engine,2025-10-19T13:18:40+00:00,2025-10-19T18:25:40+00:00
INC-20251019-000198,STA-072,Rescue Squad,2025-10-19T13:21:40+00:00,2025-10-19T18:22:40+00:00
INC-20251019-000198,STA-021,Rescue Squad,2025-10-19T13:22:40+00:00,2025-10-19T18:22:40+00:00
INC-20241216-000199,STA-025,Water Tender,2024-12-16T13:56:25+00:00,2024-12-16T21:06:25+00:00
INC-20241216-000199,STA-053,Battalion Chief,2024-12-16T13:56:25+00:00,2024-12-16T21:02:25+00:00
INC-20241231-000200,STA-045,Hazmat Unit,2024-12-31T21:58:28+00:00,2025-01-01T03:37:28+00:00
INC-20241231-000200,STA-088,Water Tender,2024-12-31T21:59:28+00:00,2025-01-01T03:47:28+00:00
INC-20241229-000201,STA-093,Water Tender,2024-12-29T08:22:12+00:00,2024-12-29T11:44:12+00:00
INC-20241229-000201,STA-074,Water Tender,2024-12-29T08:22:12+00:00,2024-12-29T11:22:12+00:00
INC-20240324-000202,STA-014,Battalion Chief,2024-03-24T06:46:13+00:00,2024-03-24T14:28:13+00:00
INC-20240324-000202,STA-043,Rescue Squad,2024-03-24T06:48:13+00:00,2024-03-24T13:56:13+00:00
INC-20240324-000202,STA-084,Ladder Truck,2024-03-24T06:45:13+00:00,2024-03-24T14:20:13+00:00
INC-20251024-000203,STA-030,Hazmat Unit,2025-10-24T02:40:28+00:00,2025-10-24T03:28:28+00:00
INC-20251024-000203,STA-088,Water Tender,2025-10-24T02:40:28+00:00,2025-10-24T03:23:28+00:00
INC-20251024-000203,STA-004,Ladder Truck,2025-10-24T02:40:28+00:00,2025-10-24T03:50:28+00:00
INC-20250613-000204,STA-022,Ladder Truck,2025-06-13T08:37:17+00:00,2025-06-13T16:22:17+00:00
INC-20250419-000205,STA-003,Hazmat Unit,2025-04-19T02:38:18+00:00,2025-04-19T08:41:18+00:00
INC-20250519-000206,STA-006,Primary Engine,2025-05-19T03:38:09+00:00,2025-05-19T05:53:09+00:00
INC-20240713-000207,STA-038,Ladder Truck,2024-07-13T06:49:23+00:00,2024-07-13T11:09:23+00:00
INC-20241230-000208,STA-097,Ladder Truck,2024-12-30T06:30:47+00:00,2024-12-30T14:28:47+00:00
INC-20241129-000209,STA-036,Water Tender,2024-11-29T04:09:46+00:00,2024-11-29T11:58:46+00:00
INC-20241129-000209,STA-093,Hazmat Unit,2024-11-29T04:09:46+00:00,2024-11-29T11:54:46+00:00
INC-20241129-000209,STA-044,Primary Engine,2024-11-29T04:09:46+00:00,2024-11-29T11:54:46+00:00
INC-20250913-000210,STA-010,Water Tender,2025-09-13T22:13:27+00:00,2025-09-14T00:31:27+00:00
INC-20251107-000211,STA-003,Ladder Truck,2025-11-07T14:05:11+00:00,2025-11-07T18:33:11+00:00
INC-20251107-000211,STA-033,Water Tender,2025-11-07T14:06:11+00:00,2025-11-07T18:16:11+00:00
INC-20250116-000212,STA-087,Water Tender,2025-01-16T22:10:51+00:00,2025-01-17T02:52:51+00:00
INC-20241207-000213,STA-006,Rescue Squad,2024-12-07T06:25:59+00:00,2024-12-07T09:17:59+00:00
INC-20250910-000214,STA-027,Rescue Squad,2025-09-10T10:03:14+00:00,2025-09-10T15:13:14+00:00
INC-20250907-000215,STA-075,Water Tender,2025-09-07T16:26:10+00:00,2025-09-07T20:41:10+00:00
INC-20241130-000216,STA-071,Primary Engine,2024-11-30T11:20:59+00:00,2024-11-30T17:43:59+00:00
INC-20241130-000216,STA-037,Battalion Chief,2024-11-30T11:20:59+00:00,2024-11-30T18:10:59+00:00
INC-20241130-000216,STA-074,Battalion Chief,2024-11-30T11:20:59+00:00,2024-11-30T17:44:59+00:00
INC-20240716-000217,STA-049,Water Tender,2024-07-16T11:47:02+00:00,2024-07-16T19:58:02+00:00
INC-20240716-000217,STA-070,Hazmat Unit,2024-07-16T11:47:02+00:00,2024-07-16T19:25:02+00:00
INC-20241226-000218,STA-070,Hazmat Unit,2024-12-26T15:47:44+00:00,2024-12-26T18:51:44+00:00
INC-20241226-000218,STA-018,Water Tender,2024-12-26T15:43:44+00:00,2024-12-26T19:09:44+00:00
INC-20241226-000218,STA-044,Rescue Squad,2024-12-26T15:47:44+00:00,2024-12-26T18:58:44+00:00
INC-20240526-000219,STA-075,Hazmat Unit,2024-05-26T05:09:46+00:00,2024-05-26T08:33:46+00:00
INC-20240526-000219,STA-035,Primary Engine,2024-05-26T05:09:46+00:00,2024-05-26T08:43:46+00:00
INC-20230125-000220,STA-026,Primary Engine,2023-01-25T12:25:08+00:00,2023-01-25T13:36:08+00:00
INC-20250814-000221,STA-012,Ladder Truck,2025-08-14T19:55:05+00:00,2025-08-15T03:19:05+00:00
INC-20250814-000221,STA-037,Ladder Truck,2025-08-14T19:58:05+00:00,2025-08-15T03:35:05+00:00
INC-20250222-000222,STA-025,Ladder Truck,2025-02-22T14:22:06+00:00,2025-02-22T19:30:06+00:00
INC-20250112-000223,STA-029,Primary Engine,2025-01-12T16:52:38+00:00,2025-01-12T23:27:38+00:00
INC-20250112-000223,STA-016,Ladder Truck,2025-01-12T16:55:38+00:00,2025-01-12T23:25:38+00:00
INC-20250112-000223,STA-055,Ladder Truck,2025-01-12T16:54:38+00:00,2025-01-12T23:44:38+00:00
INC-20250202-000224,STA-096,Ladder Truck,2025-02-02T19:36:56+00:00,2025-02-02T20:44:56+00:00
INC-20250819-000225,STA-066,Hazmat Unit,2025-08-19T19:24:22+00:00,2025-08-20T02:47:22+00:00
INC-20250312-000226,STA-076,Ladder Truck,2025-03-12T22:26:09+00:00,2025-03-13T06:53:09+00:00
INC-20250312-000226,STA-088,Ladder Truck,2025-03-12T22:24:09+00:00,2025-03-13T06:20:09+00:00
INC-20250211-000227,STA-097,Rescue Squad,2025-02-11T17:24:20+00:00,2025-02-12T00:24:20+00:00
INC-20250211-000227,STA-027,Ladder Truck,2025-02-11T17:27:20+00:00,2025-02-12T00:12:20+00:00
INC-20250211-000227,STA-001,Hazmat Unit,2025-02-11T17:27:20+00:00,2025-02-12T00:13:20+00:00
INC-20251013-000228,STA-051,Hazmat Unit,2025-10-13T21:24:33+00:00,2025-10-14T02:28:33+00:00
INC-20251013-000228,STA-063,Rescue Squad,2025-10-13T21:28:33+00:00,2025-10-14T02:23:33+00:00
INC-20251013-000228,STA-099,Ladder Truck,2025-10-13T21:24:33+00:00,2025-10-14T02:32:33+00:00
INC-20240820-000229,STA-095,Hazmat Unit,2024-08-20T21:02:55+00:00,2024-08-21T03:40:55+00:00
INC-20240820-000229,STA-091,Rescue Squad,2024-08-20T21:05:55+00:00,2024-08-21T03:27:55+00:00
INC-20230731-000230,STA-049,Water Tender,2023-07-31T14:43:49+00:00,2023-07-31T16:46:49+00:00
INC-20250528-000231,STA-004,Water Tender,2025-05-28T09:23:04+00:00,2025-05-28T14:07:04+00:00
INC-20250528-000231,STA-018,Hazmat Unit,2025-05-28T09:26:04+00:00,2025-05-28T14:40:04+00:00
INC-20240730-000232,STA-075,Hazmat Unit,2024-07-30T02:47:58+00:00,2024-07-30T05:33:58+00:00
INC-20240730-000232,STA-025,Hazmat Unit,2024-07-30T02:47:58+00:00,2024-07-30T05:37:58+00:00
INC-20240730-000232,STA-043,Primary Engine,2024-07-30T02:50:58+00:00,2024-07-30T05:14:58+00:00
INC-20250401-000233,STA-055,Battalion Chief,2025-04-01T05:15:35+00:00,2025-04-01T12:23:35+00:00
INC-20250825-000234,STA-027,Battalion Chief,2025-08-25T06:16:19+00:00,2025-08-25T13:33:19+00:00
INC-20250825-000234,STA-005,Battalion Chief,2025-08-25T06:13:19+00:00,2025-08-25T13:45:19+00:00
INC-20230503-000235,STA-010,Water Tender,2023-05-03T09:07:54+00:00,2023-05-03T12:13:54+00:00
INC-20230503-000235,STA-066,Primary Engine,2023-05-03T09:04:54+00:00,2023-05-03T12:09:54+00:00
INC-20241223-000236,STA-034,Water Tender,2024-12-23T04:45:53+00:00,2024-12-23T11:49:53+00:00
INC-20241223-000236,STA-026,Ladder Truck,2024-12-23T04:45:53+00:00,2024-12-23T11:41:53+00:00
INC-20240622-000237,STA-076,Hazmat Unit,2024-06-22T19:32:32+00:00,2024-06-22T20:53:32+00:00
INC-20240622-000237,STA-002,Ladder Truck,2024-06-22T19:33:32+00:00,2024-06-22T20:31:32+00:00
INC-20250801-000238,STA-027,Water Tender,2025-08-01T19:04:21+00:00,2025-08-01T22:53:21+00:00
INC-20250801-000238,STA-040,Water Tender,2025-08-01T19:02:21+00:00,2025-08-01T22:35:21+00:00
INC-20230109-000239,STA-081,Water Tender,2023-01-09T01:50:31+00:00,2023-01-09T09:35:31+00:00
INC-20230109-000239,STA-021,Hazmat Unit,2023-01-09T01:53:31+00:00,2023-01-09T09:55:31+00:00
INC-20230109-000239,STA-029,Hazmat Unit,2023-01-09T01:53:31+00:00,2023-01-09T09:36:31+00:00
INC-20250828-000240,STA-031,Ladder Truck,2025-08-28T05:24:14+00:00,2025-08-28T11:14:14+00:00
INC-20251002-000241,STA-054,Ladder Truck,2025-10-02T06:19:47+00:00,2025-10-02T14:07:47+00:00
INC-20251002-000241,STA-053,Battalion Chief,2025-10-02T06:17:47+00:00,2025-10-02T14:43:47+00:00
INC-20251002-000241,STA-025,Rescue Squad,2025-10-02T06:21:47+00:00,2025-10-02T14:43:47+00:00
INC-20250610-000242,STA-083,Ladder Truck,2025-06-10T06:37:34+00:00,2025-06-10T08:00:34+00:00
INC-20250610-000242,STA-016,Water Tender,2025-06-10T06:39:34+00:00,2025-06-10T08:34:34+00:00
INC-20251007-000243,STA-091,Hazmat Unit,2025-10-07T23:46:39+00:00,2025-10-08T02:39:39+00:00
INC-20250918-000244,STA-087,Primary Engine,2025-09-18T09:37:56+00:00,2025-09-18T12:03:56+00:00
INC-20250918-000244,STA-034,Rescue Squad,2025-09-18T09:35:56+00:00,2025-09-18T11:52:56+00:00
INC-20250918-000244,STA-069,Water Tender,2025-09-18T09:37:56+00:00,2025-09-18T11:56:56+00:00
INC-20250129-000245,STA-061,Hazmat Unit,2025-01-29T11:43:41+00:00,2025-01-29T19:41:41+00:00
INC-20240305-000246,STA-059,Ladder Truck,2024-03-05T02:09:55+00:00,2024-03-05T06:59:55+00:00
INC-20241222-000247,STA-064,Primary Engine,2024-12-22T04:23:10+00:00,2024-12-22T07:48:10+00:00
INC-20241222-000247,STA-048,Hazmat Unit,2024-12-22T04:23:10+00:00,2024-12-22T07:25:10+00:00
INC-20241222-000247,STA-067,Battalion Chief,2024-12-22T04:24:10+00:00,2024-12-22T07:32:10+00:00
INC-20231101-000248,STA-040,Primary Engine,2023-11-01T21:02:44+00:00,2023-11-02T05:33:44+00:00
INC-20250318-000249,STA-044,Primary Engine,2025-03-18T22:59:57+00:00,2025-03-19T01:59:57+00:00
INC-20250318-000249,STA-055,Rescue Squad,2025-03-18T22:59:57+00:00,2025-03-19T02:13:57+00:00
INC-20250318-000249,STA-018,Battalion Chief,2025-03-18T23:00:57+00:00,2025-03-19T02:10:57+00:00
INC-20240709-000250,STA-048,Primary Engine,2024-07-09T00:46:36+00:00,2024-07-09T04:27:36+00:00
INC-20240709-000250,STA-050,Primary Engine,2024-07-09T00:43:36+00:00,2024-07-09T04:19:36+00:00
INC-20240127-000251,STA-001,Water Tender,2024-01-27T05:52:22+00:00,2024-01-27T07:55:22+00:00
INC-20240127-000251,STA-069,Water Tender,2024-01-27T05:49:22+00:00,2024-01-27T07:33:22+00:00
INC-20240127-000251,STA-079,Ladder Truck,2024-01-27T05:53:22+00:00,2024-01-27T07:40:22+00:00
INC-20250827-000252,STA-052,Battalion Chief,2025-08-27T08:04:04+00:00,2025-08-27T10:00:04+00:00
